id,district,street,name,beds,since,address,phone,zipcode,type,legal_person
579,杨浦区,五角场镇,上海杨浦区新光敬老院,50,1998-11-28,上海市佳木斯路258号,13761628400,200433,民建民营,李韵华
580,杨浦区,新江湾城街道,上海杨浦区福象新江湾城老年福利院,300,2017-11-02,上海市政和路77号,021-65801323,200438,公建公营,鲁昌
581,杨浦区,新江湾城街道,上海杨浦区红日江湾养老院,153,,上海杨浦区新江湾城街道清流环二路351号,,,,吴旦
582,杨浦区,延吉新村街道,上海怡安养老院,170,2015-07-31,上海市松花江路327-1临,35360379,200093,民建民营,褚志兰
583,杨浦区,延吉新村街道,上海杨浦区康源养老院,185,2017-07-25,上海市控江七村,65507766,200093,民建民营,郑霄
584,杨浦区,延吉新村街道,上海杨浦区延吉街道养老院,209,2010-05-03,上海市杨浦区延吉新村街道控江路0弄600号,65485083,200093,公建民营,陈琦
585,杨浦区,延吉新村街道,上海杨浦区延吉街道耆乐园养老院,300,2017-08-01,上海市周家嘴路3531号,55082773,200093,民建民营,陈航
586,杨浦区,延吉新村街道,上海杨浦区水丰敬老院,50,2017-11-27,上海市控江路680弄12号,65300324,200093,民建民营,莫金燕
587,杨浦区,殷行街道,上海市杨浦区宏原敬老院,50,1999-12-01,上海市杨浦区殷行街道民星二村37号,021-65578577,200438,民建民营,周其萍
588,杨浦区,殷行街道,上海市杨浦区殷行街道敬老院,120,1999-12-01,上海市开鲁路286弄7号,65748197，65741211,200438,公建民营,蔡巍娅
589,杨浦区,殷行街道,上海杨浦区中原敬老院,50,1999-12-30,上海市民星二村28号,65577472,200438,民建民营,王素琴
590,杨浦区,殷行街道,上海杨浦区久安养老院,538,2019-09-27,上海市国伟路300号E座（南侧）,55215676,200438,民建民营,赵建华
591,杨浦区,殷行街道,上海杨浦区夕阳红敬老院,50,1999-12-01,上海市市光四村106号,65321753,200438,民建民营,沈小萍
592,杨浦区,殷行街道,上海杨浦区寿星敬老院,50,1995-01-25,上海市殷行路470弄52号,65051347,200438,民建民营,易静芳
593,杨浦区,殷行街道,上海杨浦区民星第二敬老院,105,1999-12-30,上海市杨浦区殷行街道市光二村89号,65585153,200438,民建民营,马明素
594,杨浦区,殷行街道,上海杨浦区长恒养老院,85,2000-08-01,上海市杨浦区殷行街道殷行一村9号,65329343,200438,民建民营,黄满成
595,杨浦区,殷行街道,上海欣益养老院有限公司,508,2018-04-11,上海市民星二村居委会,65566087,200438,公建民营,胡位东
596,杨浦区,长白新村街道,上海市杨浦区社会福利院,820,1988-09-01,上海市杨浦区长白新村街道松花江路55弄05号,65483285,200093,公建公营,乔毅皓
597,杨浦区,长白新村街道,上海杨浦区汇晨长白老年福利院,444,2018-03-30,上海市民治路15号,65686670,200093,公建民营,张黎明
598,杨浦区,长白新村街道,上海杨浦区沁园春敬老院,50,2005-05-01,上海市长白,55823042,200093,民建民营,丁美珍
599,杨浦区,长白新村街道,上海杨浦区长白新村街道长馨养老院,120,2019-02-25,上海市杨浦区安图路18弄39号,55959066,200093,公建民营,蔡惠英
600,长宁区,,上海长宁颐养第四养老院,110,2008-03-01,上海市闵行区华漕镇中华美路60弄38号,021-62202062,201106,公建民营,高莉
601,长宁区,程家桥街道,上海人寿堂颐养院有限公司,248,2019-06-19,上海市长宁区程家桥街道虹桥路2302号6幢B1、7-9层,62177333、52063333,,民建民营,冯强
602,长宁区,程家桥街道,上海长宁区逸仙程桥敬老院,132,2010-05-01,上海市哈密路2008号,62629482,200336,民建民营,冯强
603,长宁区,程家桥街道,上海长宁区逸仙西郊养老院,48,2019-05-14,上海市虹桥路2302号7幢,52063333,200030,民建民营,冯强
604,长宁区,虹桥街道,上海虹桥敬老院,43,1994-12-01,上海市中山西路1030弄10号,62087012,200051,公建民营,朱秀君
605,长宁区,虹桥街道,上海长宁万宏悦馨第二养老院,51,2023-03-31,上海市虹桥路1024弄4号2层,62788803,,民建民营,陈庆
606,长宁区,虹桥街道,上海颐养第三养老院,73,2018-02-01,上海市长宁区长顺路55号,52821819,200051,民建民营,黄艳
607,长宁区,华阳路街道,上海华阳敬老院,113,1987-09-01,上海市长宁区华阳路街道长宁路396弄79号,62258022,200042,公建民营,王瑞华
608,长宁区,华阳路街道,上海金福第四养老院,93,2018-04-01,上海市长宁支路150号,62588811,200042,民建民营,徐兵
609,长宁区,华阳路街道,上海长宁万宏悦馨养老院,271,2021-12-09,上海市长宁路250号,021-52680268,,公建民营,陈庆
610,长宁区,江苏路街道,上海金福第二养老院,163,2010-09-13,上海市愚园路1088弄110支弄22号,62125056,200050,民建民营,徐兵
611,长宁区,江苏路街道,上海长宁区逸仙第三敬老院,490,2010-08-01,上海市长宁区江苏路街道安西路651号,021-32560001,200050,民建民营,冯强
612,长宁区,天山路街道,上海金福养老院,122,2009-11-01,上海市长宁区天山路街道玉屏南路571号,62592269,200051,民建民营,徐兵
613,长宁区,天山路街道,上海长宁区逸仙天山养老院,42,2016-12-27,上海市玉屏南路373号,62458500,200051,民建民营,冯强
614,长宁区,仙霞新村街道,上海长宁万宏悦馨第一养老院,52,2020-10-15,上海市安龙路447弄4号,021-52993096,,民建民营,王晓明
615,长宁区,仙霞新村街道,上海长宁区仙霞社区逸仙敬老院,50,2004-02-01,上海市长宁区仙霞新村街道芙蓉江路100弄1号,62597018,200336,公建民营,冯强
616,长宁区,仙霞新村街道,上海长宁区逸仙第二敬老院,372,2007-08-01,上海市长宁区仙霞新村街道茅台路616号,13052076680,200336,民建民营,冯强
617,长宁区,仙霞新村街道,上海颐养第二敬老院,80,2013-12-01,上海市茅台路455弄8号,52834776,200335,民建民营,黄艳
618,长宁区,仙霞新村街道,长宁区颐养敬老院,61,1996-06-01,上海市长宁区仙霞新村街道茅台路1355弄7-8号,021-62598488,200336,民建民营,黄艳
619,长宁区,新泾镇,上海华松敬老院,118,2005-10-01,上海市长宁区新泾镇仙霞西路700弄63号,62397552,200335,民建民营,殷文明
620,长宁区,新泾镇,上海市长宁区新泾敬老院,60,2017-04-13,上海市长宁区新泾镇剑河路599弄85号,52209181,200335,公建民营,徐樱
621,长宁区,新泾镇,上海市长宁安馨敬老院,308,2008-11-01,上海市林泉路157号,51119990,200335,民建民营,黄建军
622,长宁区,新泾镇,上海市长宁安馨第三敬老院,148,2014-09-17,上海市淞虹路681号,51119980,200336,民建民营,黄建军
623,长宁区,新泾镇,上海神州敬老院,318,2008-01-01,上海市长宁区新泾镇仙霞西路601号,62386057,200335,民建民营,郑宇
624,长宁区,新泾镇,上海祥福颐养院,496,2010-08-25,上海市协和路99号,021-32569869,200335,民建民营,费鸣
625,长宁区,新泾镇,上海西郊协和颐养院,825,2013-04-01,上海市长宁区新泾镇协和路295号,021-62908787,200335,公建民营,冯强
626,长宁区,新泾镇,上海金福第三养老院,398,2016-09-01,上海市广顺路18号,021-52689677,200335,民建民营,徐兵
